,bloggername,title,description,postdate
1611,日常,[연남동]하하,뭘 더 먹기는 뭐하고 해서 <b>찻집</b>으로. 같이 가신 분이 전에 봐두신 곳이 있다고 해서 그리로 갑니다.... 공감 sns 신고 ' 食 ' 카테고리의 다른 글 [<b>강남역</b>]바나나 키친 (0) 2010.01.31 [서울대입구]천년곱돌 (0) 2010.... ,20100120
1612,유니마망,[<b>강남</b>맛집]JJ Cafe,JJ Cafe <b>강남역</b> 햇살이 따뜻하고 라떼가 맛있는 <b>찻집</b> 푸딩카메라 성능저하 맛있는 라떼 우리 셋다... 사람 넘 붐비지 않는 요런 분위기 괜찮은카페 찾기란 쉽지가 않다. 지오다노 <b>강남</b>점 뒷편으로 가면 바로있음^^,20110318
1613,시시콜콜한 일상,[<b>강남</b>카페추천] 타이티 <b>강남</b>직영점 후기!,오늘은 <b>강남역</b> 근처에서 공부하기로~ 근데 스무디랑 라떼는 너무 질려서 ㅠㅠㅠㅠ 이번에는 <b>찻집</b>으로... 마지막으로 이렇게 다과까지 준비되어 있음ㅎㅎㅎㅎ 졸귀탱이당 제가 방문한 타이티 <b>강남</b>직영점 위치는여,20161028
1614,전망좋은 방~,[*^^*] 친구들.. 생일 파뤼~,조용한 <b>찻집</b>에서 차 마시면서 수다떠는 것을 의미합니다.. ^^ <b>강남역</b>이라고 종종 나오긴 하지만.. 어디 커피숍에 가본적이 있어야죠.. --; 그것도 조용한 곳은.. 도저히.. --; 그저 남들 따라서 별다방 같은데나... ,20050328
1615,들여다보기,오늘,이 <b>찻집</b>에 갔는데 도중에 지나온 밝고 깨끗한 상가가 좋았다. 나는 원래 이런 도시적인 분위기를 그리 좋아하지 않는데 오늘은 좋았다. 나중에 <b>강남</b> 교보에 가느라 <b>강남역</b>에서 서점까지 걸어가는 길에서도 수... ,20150716
1616,라온의 나무,[선린엘리트 해외연수]4박 5일간의 상해 여행기_다섯째날,그리고 어떤 <b>찻집</b>에 들어가 다섯가지 차를 배우고 마셔보았습니다. 선물용으로 차(철관음)와 잔을... 내려 <b>강남역</b>으로 가는 길을 쭉 내려다 보며 몇 걸음 걸었습니다. 누군가 <b>강남</b>구로 놀러온다면 꼭 데려가볼... ,20110901
1617,"멜번에 살고 있는 헬렌, ""타임스터디 조기유학 실장""",차 한잔 하실래요?,"춘천에 갔다가 다시 <b>강남역</b>까지.... 오늘도 하염없이 달린다. 단, 술이 아니니 언제나 환영이다. 차에... 여유를 가지는 것도 오래간만이다. 분위기 좋은 <b>찻집</b>에서 잠시 낭만을 즐기다..... 피곤함을 모시고 집으로 .....",20050612
1618,새콤 달콤한 세상속으로~,한번쯤 가보고픈 맛집!,"서울.서래마을~샤이바나(치킨팟파이), 톰볼라(핏자) 인사동~나무아래(<b>찻집</b>) , 오수(흑두부전문점), 안다미로(스파게티) <b>강남역</b>~시월에보리밥(도토리묵밥), 백년옥(야채두부비빔밥), 샤리(롤,미소라멘) 자팽고... ",20080119
1619,Everything is about Jenny,서울근교 관광지 추천 - 경기도 용인 '한국민속촌',"상가마을에는 주전부리, 길목집이라고 하는 음식점 , <b>찻집</b> 등 편의시설이 주로 몰려 있어요!... 신분당선 <b>강남역</b> 정류장 - 광역버스 5001-1 (약 50분소요) 나곡마을,한국민속촌 정류장 하차 *편의시설: 유모차... ",20180107
1620,Yachiyo life,2007/05/03,"삼청동 서울에서 두번째로 잘하는 집 or 눈나무집 - 빈스&amp;빈스 서울에서 두번째로 잘하는 집 : <b>찻집</b>... <b>강남역</b> 씨젠 가고 싶다 ㅋㅋㅋㅋ, 아님 도스타코스 멕시코 타코 ㅋㅋ 5. 압구정 여기도 도스타코스 있음... ",20070504
1621,KR한국철도시설공단,서울 당일치기 여행! 곤지암 화담숲,간단한 먹거리를 먹을 수 있는 곳은 이곳과 <b>찻집</b> 두 곳! 아니면 입장전에 매표소 쪽에 있는 레이먼 킴 쉐프의 식당가나 푸드트럭을 이용하셔야 한답니다. 다시 돌아온 경강선 곤지암 <b>역</b> ~ 길을 건너 바라본... ,20171102
1622,쩡이 블로그,MIES_container,배고파서 <b>강남역</b> 미즈컨테이너로 왔음 오랜만이다아앙 메뉴판 바꾸실때 되셨당 미즈님 꼬질꼬질... 차는 <b>찻집</b>가서 마시는거로! 살짝 연해서 아쉬움 마스코트 강아지가 있다해서 보러왔는데 방에 있다고 나중에... ,20161211
1623,사진과 여행,[새내기블로그 아카데미 수료식] 새로운 시작을 위하여~~~,대학교때~~일일<b>찻집</b>을 해도~~ 이보다는 더 성의있게 준비했던 것 같습니다. 사진을 찍으려다!!!! 기운이... 바랍니다 &gt; 장소는 모두들 잘 아시겠지만!!!!!!! 삼성딜라이트 건물~~~ (서울시 서초구~~) <b>강남역</b> 4번출구!!!,20110520
1624,한진관광과 떠나는 세계여행,"[트레킹] 히말라야, 거기에 가기 위해 오를뿐이다! 안나푸르나... ","한시간정도 오르면 경치 좋은 <b>찻집</b>들과 산들 사이로 안나푸르나 남봉이 보이기 시작한다. 조금 더... 서울역,<b>강남역</b> 방면 상기일정은 천재지변, 항공기 스케줄변경, 현지 사정에 의해 다소 변경될 수... ",20120918
1625,보 관 함,2018년 기억 드디어 입성,전통 <b>찻집</b>에 가서 다도를 즐겼는데 넘 뜨시고 기분좋았다 쌀쌀한 오늘같은 밤 뭔가 맑은 보이차가... 잡아놓은 <b>강남</b> 호텔 아마 이름이 페이토 맞지싶다 깜찍발랄깨끗 ㅋㅋ 일차 <b>강남역</b> 이자카야 이차 느린마을... ,20180524
1626,들녘바람,한국 민속촌 (1),식당에서의 단체 사진 한국민속촌 찾아가는 길 <b>강남역</b>이나 양재역에서 일반버스 5001-1 수원역에서 37... 세배 모습 모내기가 한창 벌어진 들판 풍경 마을 어구의 수호상 청사초롱 불밝힌 전통<b>찻집</b> ◑ 들녘바람,20120528
1627,허구와 팩션,세계 문학의 현장 (미국편),안 <b>찻집</b>의 베이글 빵 하나에 진한 커피 한잔으로 한 나절을 보낼 수 있었던 삶의 피항지가 아니었던가.... 그들은 작년인가 영화를 찍는다고 <b>강남역</b>에도 출몰하였다가 지금은 영화 상영관을 점령하였고... ,20150930
1628,자신만만 은경냥:)님의 블로그,당일치기 말라카 여행~ 메인로드 둘러보기:),첨엔 레스토랑인줄 알았던 cafe1511 이름은 카페라서 <b>찻집</b>인가 싶겠지만 호텔이란다. 웅장하고 멋져서... 목이 말라서 들어간 오차도 공차~ 요새 <b>강남역</b> 지하상가에도 공차 전문점 참 많이 생겼던데 ㅎㅎ 여긴... ,20130927
1629,주아세상,소소한 이번주 이야기,/ 이거 <b>강남역</b>에서 먹고 또 먹고싶어서 옴 ㅎㅎㅎㅎ 이것두요 ㅎㅎㅎㅎㅎㅎ 마이떵... 이날 지민이랑... 언니 사랑해....-3- 언니한국 올때마다 넘나 듀근두근 저번엔 같이 이태원 탐방하고 이번엔 <b>강남</b>탐방 꺆....... ,20161113
1630,냠~*이의 음식이야기♡,[오셜록]녹차전문까페-명동,명동의 오셜록하면 꽤 유명한 <b>찻집</b>인가보다 녹차를 전문으로 한다고 하던데 이게 얼마전 <b>강남역</b>에도 생겼다 이 사진은 내가 찍은게 아니라 가고 싶어서 찜! 해두는 차원으로 담아왔다 나도 아직 가보진... ,20041205
1631,음냐의 멋진세상,141225 엠씨더맥스 콘서트 '겨울나기' 서울 2회차 공연 후기 !,<b>강남</b>에서 학원끝나고 숙제도 끝내고 밥도먹고 출발했는데 역시.. 크리스마스라 그런지.. <b>강남역</b> 일대엔 커플밭이었습니다. 쩝. 한강진역에서 내렸을때도 온통 커플들 ;; 공연장 로비에 들어섰을때도 포토존에서... ,20150102
1632,POBO님의블로그,[코엑스 맛집] 분위기가 죽여주는 클로리스 티 룸,비도 오고 해서 코엑스를 산책하다고 만난 예쁜 <b>찻집</b>! 분위기가 참 좋아요!! 커피만 한 차도 없지만!... 전에 <b>강남</b> 지나가다 보니깐<b>강남역</b>에도 있더라고요!!! 코엑스 점같이 잘 해 놓았을지는... ,20150820
1633,http://blog.naver.com/grancoreana 로 오세요.,"2010 년 7 월 19 일 ~ 24 일 빠울라, 벨렌, 루시아의 한국 여행 3",지하철 역안에도 어제 <b>강남역</b>에서 본 그 스크린이 있는 거였다. 자세히 보니 '무료전화' 라고 써있다.... 혜성이 기다리는 동안 <b>찻집</b>에 가서 ! 유자냉차를 마셨는데 &gt;ㅂ&lt;)b 원츄다 !!!! 유자차는 항상 겨울에... ,20100915
1634,오늘도 싸리언니,May #1 오월도 알차게 보내야지유,차마시러 <b>강남역</b> 희차 중국 차 프랜차이즈 브랜드인데 한국 1호점이 <b>강남</b>에 있어요! 상상도 못할 크림치즈와 티의 조합을 컵에 담아낸 퓨전 <b>찻집</b>인거같아요 크림치즈랑 차랑 같이마셔야 해서 한입 마실때마다... ,20170502
1635,들여다보기,2015년 2월 4일 (수) 맑음,근처에 있는 상업고등학교가 오늘 졸업식이라 한때 <b>찻집</b>엔 어른들 졸업생들 어린 아이들이 와 매우... <b>강남역</b>에 가서 4시 반 좀 전에 동무를 만나 한 시간 반 좀 넘게 이야기를 나누었다. 거기서... ,20150204
1636,재스민 블로그,"따뜻한 봄날, 삼청동 나들이","다음에 한번 들려보고 싶어요 삼청동 언덕골목에는 요런 한국 분위기가 물씬 풍기는 <b>찻집</b>도 많더라구요... 예쁜 돌담에서 사진도 하나~ 서울에 이런 곳이 있다니 참 아이러니해요 <b>강남역</b>, 가로수길, 홍대... ",20130506
1637,네 시작은  미약하나 그끝은 창대하리라!!,20151012 신사역,몇해전 <b>찻집</b> 다닌다닌다고 많이 다녔는데... 그세 가물가물..출발전부터 응원해준 지현이랑 볼일보고 지현이 보러 <b>강남역</b>으로 고~^^(요기 김샘 이름두 있다 ~신기 능력자 친구~) 지현이가 근무하는 <b>강남</b> 파고다... ,20151012
1638,What's Next?,[정자동맛집/분당맛집]모로코풍의 라바트(Rabat)... ,지점별 영업시간 - <b>강남역</b>점 02)561-3665 월~토 pm12:00 ~ am02:00 일 pm16:00 ~ am02:00 - 압구정점 02)546-3665 pm17:00... 그야말로 아담해서 압구정과 <b>강남</b>점의 매장 크기는 어떨지 궁금해 지더군요. 이른 시간에 가서 인지... ,20100714
1639,♡ : 혱복한 청춘일지,[<b>강남</b>]<b>강남</b> 이색 카페 중국 대익보이차 타이티 카페,"먹으러 <b>강남</b> 타이티 카페로!! <b>강남역</b> 12번 출구에서 쭉~ 걸으면 되는데 생각보다는 쪼꼼 멀었다 빨리... 티라떼가 메뉴도 다양해요 주스랑 스무디, 디저트 등등 다양해요 하지만 저는 전문<b>찻집</b>에 왔으니 주스나... ",20150101
1640,書冊券藏,[大澤在昌] 왕녀를 위한 아르바이트 탐정 (1988),"일 / <b>강남역</b>.알라딘중고서점 <b>강남</b>점 / \12,000 =&gt; \1,000 (천원!!!) 독서 : 2013.12.9.월 ~ 12.10.화... 1층에 <b>찻집</b> &lt;마로우&gt; 운영 호시노 드라큘라 백작 : <b>찻집</b> &lt;마로우&gt; 바텐더, 백인계러시아 혈통, 레이스 뜨기 취미 시마즈... ",20131210
1641,동네탐정멜리의 탐정놀이,[여름휴가지 추천] 조선시대로 돌아가는 '한국민속촌',<b>강남역</b>에 가시면 한국민속촌에 가는 광역버스가 있어요. 은근 편리한 대중교통이 마련되어있었어요.... 전통<b>찻집</b>을 비롯 해물파전에 동동주 먹을 만한 식당 카페까지 다 있었어요. 여름에 나무가 없으면... ,20150728
1642,a traveler,관악산 가는 길~,"길거리 <b>찻집</b>에서 라떼카페, 유자차를 마시며 망중한을 즐기고 있다. 그러다가, 막내 동생과... 그리고 <b>강남</b>으로 진출해 보자고 둘이서 묵계를 한 상태다. 그러다가, <b>강남역</b>으로 와서 먹자골목 순례를 하다가... ",20180603
1643,늘푸른 언덕,매헌기념관/양재시민의 숲,식사를 끝내면 단골 한방<b>찻집</b>에서 1시간 남짓 격의없이 세상 사는 이야기를 나누며 담소(談笑)를... (매헌)<b>역</b> 입구 2011.10.28(금) 성남시 분당 정자역에서 청계산역을 경유하여 서울 <b>강남역</b>에 이르는17.3km... ,20111109
1644,노트 31,학교,친구들 만나서 파전 골목에서 파전도 먹고싶고 <b>찻집</b> 녹원에서 미숫가루 빙수 먹고싶고 스타벅스에서... (불행인지 다행인지 아직까진 없다 ㅋㅋㅋ) 안그래도 <b>강남역</b> 주변에 먹을 데도 많고 속속들이... ,20110506
1645,지영이의 블로그지영♡,[인사동데이트/쌈지길] 인사동만의 분위기가 좋아... ,ㅋㅋㅋ 그래도 골목 구석구석 볼 게 참 많답니당 ㅎㅎ 언제 <b>찻집</b>도 가봐야하는데.. 넘 비싸..ㅠㅠ... ㅋㅋ <b>강남역</b> 지하상가에서 득템!! 저 귀부분 엄청 부드럽고 따숩... 후니 귀는 바람에 노출되서 완전... ,20141221
1646,한국에 미치다,2010년 12월 8일 - 오늘의 소셜커머스 모음,"[데일리픽] <b>강남역</b>/역삼 11시간11분 <b>강남역</b> 이자카야 텟펜 54%할인 1782/2000명 구매 15,900원 67... [트윗폰] <b>강남</b>기타 11시간11분 [신도림] 겉은 바삭~ 속은 촉촉, 부드럽고 향긋한 ‘로티빌... ",20101208
1647,Love was made for me and you...,"곤지암 화담숲, 서울근교 데이트 가볼만한곳 찾는다면 여기","서울근교에 위치한 곤지암리조트 화담숲은 <b>강남역</b> 기준 <b>강남역</b>에서 판교역까지 20분, 판교역에서... 애주가라면 '번지 없는 주막'에서 한잔, 커피를 좋아한다면 '그 <b>찻집</b>'에서 한잔 하며 화담숲 산책을... ",20170904
1648,푸른 사막. 자기만의 방,그간 만난 사람들 (2),무더운 여름에도 우리는 우리의 ‘멍청한 시간’을 보내기 위해 근처 <b>찻집</b>으로 전진. 총 3층이지만... 이대로 헤어지기 아쉬우니 <b>강남역</b>에 온 김에 셱셱버거까지. 모두들 배가 부르다고 생각했는데 한입... ,20180807
1649,한글사랑,2012년 7월9일 Facebook 이야기,학창시절 <b>강남역</b> '뉴욕제과'에서 빵을 사 먹고 인사동의 <b>찻집</b> '귀천'에서 생강차를 마셨으며 허기질 때는 학교 앞 '맛나분식'에서 떡볶이로 배를 채웠다. 그러나 지금은 이들 19:32| facebook 둘 다 한글이라... ,20120709
1650,메론과 바나나,일요일부터 오늘의 일상,뇽뇽언니가 페이스북에서 본 카페를 가고싶다고 해서 방문 <b>강남</b> 희차 중국 브랜드의 <b>찻집</b>이라고 하던데요. 크림치즈 그린티가 메인인 것 같더라구요! 개인적으로는 불호의 맛이었습니다. <b>강남역</b> 카카오... ,20170214
1651,NEWAVE,"2월 16일 삼성딜라이트 스테이지 (스웨덴세탁소,몽니,페퍼톤스)",*<b>강남</b> 지하상가를 지나 8번출구에 다다르게 되면 보이는 삼성딜라이트!! 바로 지하철역하고 연결... 생각말고 회상 아침부터 <b>강남역</b>과 집을 2번씩이나 왕복하면서 매우 힘들었지만 최고로 힐링 되었던 날. 당시... ,20130221
1652,천천히 걸으면서 느낀 아름다운 나의 흔적,축령산 편백나무숲과 선운사 도솔암 트레킹 (2014.05.01),위시하여 <b>강남</b>에 사는 친구들을 차례대로 만나 용산역으로 데려다 주겠다고 했다. 가볍게 결론을 내준 남편님...^&amp;^ 6시 20분에 양재역에서 1명~ 뱅뱅사거리에서 1명~ <b>강남역</b>에서 1명~ 이른 아침에 모두 모여 남편... ,20140509
1653,사진 찍는 회계사 YK의 Pic Story,클로리스 티룸 (chloris tea rooms),아몬드 쿠키가 괜찮아 보이길래 집어왔는데 상당히 맛있었어요 나름 갠춘했네요 ㅋㅋㅋ 샹들리에도 멋나네요 다녀와서 보니깐 이 <b>찻집</b>?ㅋㅋㅋ 티 전문점?ㅋㅋㅋ 매장이 몇군데 없기는 한 것 같았어요 <b>강남역</b>... ,20170110
1654,Mimesis Craft Design,O'Sulloc 에서 마신 음료와 케잌~,오늘 조카랑 누나랑 역삼동에 갔다가 <b>강남역</b> 사보텐에서 식사를 하고 차를 한잔 마시려 오설록에 갔다. 전에부터 한번 들어가 보고 싶었던 <b>찻집</b>이었는데.... 드디어 가게 됐다. 그곳에서 시킨 음료. 녹차가루와... ,20070814
1655,데일리 제이 (daily j),선릉역 네일 전문점 크라스니 스페이스 유지력 갑 네일샵,왔어요 <b>강남역</b> 네일샵 중 유명한 선릉역 네일 전문점 크라스니 스페이스 이벤트 이달의 젤 네일 35.000... 마치 일본 <b>찻집</b>에 온듯한 인테리어!! 3층 왁싱 룸 완전 여성 영성한 공간으로 1층과 2층의... ,20180128
1656,온라인 커피 편집샵 | 블랙워터포트,[<b>강남역</b>] 티퍼플(TEA Purple)―티텐더가 티블렌딩을 한다?... ,"<b>강남역</b>을 지나가던 도중 <b>강남역</b> 11, 12번 출구 근처에 배너 하나가 저의 눈길을 끌었습니다. &quot;티텐더(티를 BAR안에서 만드는 사람)가 고객님의 취향과 기호에 맞추어 제안하고 블렌딩한 티를 테이크 아웃하여... ",20130119
1657,Sol park님의블로그,그간.,천년<b>찻집</b>. 와아 중국인 친구가 참 좋아했다. 나도..ㅋㅋ 마시고나니 눈이 맑아진기분. 쌉싸름하면서 달작지근했던 차. 예뻐. <b>강남역</b> 아카사카. 크으 맛나. 복어쑈. ㅎㅎㅎ 당근 오도독 씹어먹던 복어. 복튀김.... ,20140903
1658,2층 새댁의 수상한 취미 생활,2003/04/21,흑백같이 구름낀 아스팔트며 지하철 선로에 가린 그늘진 땅이 아늑한 <b>찻집</b>으로 변하는 것 같은 환상.... <b>강남역</b>에서 버스를 타고 그리 어렵지 않게 민속촌에 도착했다. 부슬부슬 빗방울이 날린다. 나는 우산을... ,20030421
1659,I'm Everywhere,2017년 2월 첫째주 일기,"고등학교 친구들 J, M, D와 함께한 연말 모임 <b>강남역</b>쪽에 적당한 가게를 찾아보다 티마하우스 라는 곳을... 어여쁜 <b>찻집</b>을 서치해봐야겠어 흐흐 갑자기 차 좋아하는 J가 보고싶어진다. 최선이 아니면 차선... ",20170206
1660,a delicate balance,밀린 일상을 가장한 먹방일ㄱ ㅣ~~,아기자기한 여기는 판교 오웰스일레븐 그야말로 <b>찻집</b>인데 조용한 분위기가 좋다 그리고 저기보이는... ㅋㅋㅋㅋ 그리구 <b>강남역</b> gray scale 티라미슈 진짜 짜유ㅠ 안느끼하고 커피맛 엄청맛나당 ㅠㅠㅠㅠㅠㅠ... ,20180331
1661,Mind Control,...,흥분된다 <b>강남역</b>에 있는 합주실 한번 구경하고 바로 앞에 너무나도 이쁜 <b>찻집</b>에서 (사진기 안가지고 간게 좀 후회된다 요즘은 통 사진기를 안들고 다닌다 얼마나 됐다고 벌써 싫증이 난건지 바쁘다 보니... ,20061112
1662,^^,[퍼온 글] 스타벅스는 웃고 소녀는 울다,출처: 스타벅스 홈피 <b>강남역</b>에서 양재쪽으로 <b>강남</b>대로변에 테헤란로에서 그랬듯이 새로운 마천루가... 이젠 우리 주변에서 우리 전통<b>찻집</b>이나 다방 들을 더이상 보기 어려운 상황이 되고 있지만 역시... ,20071017
1663,씨앗 틔우기,강원도행 가을 여행 - 봉평 허브나라,새벽 6시 45분에 덕수궁 앞에서 버스를 타고 7시 20분 <b>강남역</b>에서 후배들과 합류하여 즐거운 하루를... 조용한 분위기라면 사색하기에 절묘한 내용 테라스 <b>찻집</b>에서 담소를 즐기는 사람들마냥 다가구 새집에... ,20051002
1664,좋은 생각!,메뉴판닷첨 추천 레스토랑 &amp; 식당 100선,목차 가족외식 천객가 일마고(<b>강남역</b>점) 솟대샤브샤브 아소산(일본요리전문점) 본가(우삼겹전문점)... 니코니코(<b>강남</b>본점) 고급레스토랑 슈밍화 아카사카 무화잠 금수사 빌레스토랑 본뽀스또 난시앙 가야랑... ,20080711
1665,푸른해의 ← 일방통행,"[호암미술관&amp;희원]떠나요, 둘이서... 미술관 속 단풍놀이",호암미술관 경기도 &gt; 용인시처인구 기간 2008.11.1 ~ 2008.11.1 (1일) 컨셉 사진에 담는 출사여행 경로 <b>강남역</b>6... 아침 일찍 나오느라 끼니를 때우지 못해 &lt;양대&gt; 아래에 있는 &lt;<b>찻집</b>&gt;에 갔다. 매표소에서 받은 10... ,20081103
1666,"Hola, Helena 올라엘레나",[스페인어관광통역 가이드] 콜롬비아인 가족 3박4일 투어/부산... ,하회마을 <b>찻집</b> 하회마을에 도착해서 1시간 4만원에 4인용 패밀리카를 빌려서 편하게 돌아... 손님들을 <b>강남역</b> 근처 삼성딜라이트로 기사님이 모셔다 드리는 걸로 3박 4일의 투어가 무사히 끝났습니다.,20170712
1667,"N칼럼니스트 손세근의 ""Design & enjoy your life!""",[CS칼럼 제23화] 한국식 카페문화의 진화 (식품저널 2018.... ,"이후 <b>찻집</b>, 커피샵 등으로 불리기도 했었는데, 80년대 후반부터 미사리 등 교외에 작은 공연공간을... 개성과 가치를 추구하는 다양한 카페들 <b>강남역</b> 부근에 위치한 배스킨라빈스는 독특한 내부 인테리어... ",20180518
1668,childhoodish,&lt;무송필&gt;블로거 님과의 만남.,공주님 <b>찻집</b>에 들어가서 tea를 시키고... 카드를 폈습니다. 결과 송필오빠 힘내요 뭐...잘되겠지 뭐! 점보고 시간이 좀 남아서 헌혈도 했는데 <b>강남역</b> 헌혈소 참 럭셔리 하더라구요. 꽤 신선한 경험이었습니다... ,20060625
1669,날으는새,"[Turkey] Trabzon, 북동부의 항구도시... Sumela 수도원을... ","식당과 <b>찻집</b>들이 성업중....^^ 광장을 중심으로 Main 상가거리들이 형성되고..... 사람들도... 해안을 따라서 넓게 퍼져있다...^^ <b>강남역</b>, 신촌, 청량리나 영등포가 대중교통의 중심이듯이... 돌무쉬의... ",20141102
1670,그림과 함께 마음이 따뜻해지는 공간_아트슈에뜨,everyday chaaaaa,<b>강남역</b>에 <b>찻집</b>이 새로 생겼다. 버퍼핑거 옆. 우연히 첫 오픈일에 가보았다는^^ 그라데이션이 매력적인 현대식 모던 <b>찻집</b>. 남자들이 좋아할 것 같은 인테리어이다. 오미자 차 맛있다. !!! 그라데이션이 예술?!... ,20110224
1671,옆집한의사 은원장의 블로그,을지로 술다방 × 한의학의 콜라보 (夜한술방),"을지로 술다방에 꼭 들러보시길 (낮에는 <b>찻집</b>이다) <b>강남역</b> 12번 출구 앞 특별한 한의원, 여우한의원 02-6925-6425 옆집한의사 으니언니의 유튜브 채널 [언니네 성상담소] 클릭하면 유튜브로 연결됩니다",20181116
1672,reminiscence,4월의 나,인사동 <b>찻집</b> 이름은 기억 안나지만 진짜 오랜만에 차를 마셨다 또 밥 먹기 싫었나보다 점심시간에 퇴근하고 출장가기 전에 <b>강남역</b> 투썸 낮에 카페에 있는 게 얼마만인지 행복했다ㅜㅜ <b>강남역</b> 은행골 친구... ,20160513
1673,요리하는 여자 킴치 in 홍콩,"[인스타 #46] 2017년 4월, 서울, 먹방의 추억","@ 준오헤어 <b>강남</b> 3호점 맛나게 포케 샐러드를 먹고는 미용실 가서 단장했어요! 아무래도 제 머리가... com/berebere21/220953096999 @ 마포갈매기, <b>강남역</b> 저녁으로는 정말 오래간만에 마포갈매기 ! 예전에 대학 때 서래... ",20170419
1674,yoon,초가을 교토 &amp; 오사카 힐링 여행,"커피, <b>찻집</b>, 기념품 등 아기자기한 소품을 파는 곳등 상점들이 쭉 이어져있었는데요. 한적하고... 그에 비해 불금 불토를 한바탕 치른 <b>강남역</b>이나 홍대역 근처는 정말.. 매너있는 한국인이 되려면 시민의식! 기본... ",20181121
1675,"한국, 일본, 중국. 동북아시아 3국의 여행자",[한국 맛집] 중국 최고의 차회사 대익보이차(大益) 타이티... ,"그 타이티에서 직영으로 운영하는 카페가 있는데, <b>강남역</b>에도 있지만, 저는 경복궁역 서촌 근처인... 나름 <b>찻집</b> 동아리에서 배웠는데...ㅠㅠ 메뉴판입니다. 여긴 특이하게도 에스프레소에 보이차를 섞은... ",20170208
1676,신나는금융나라^^,"미국 서부 방문기(09/02/2010~09/07/2010)-LA, Grand... ",헐) - LA 코리아타운 방문(넘 더워서 남자둘이 <b>찻집</b>들어가 팥빙수먹기놀이) - TORENCE에 있는... 뭐 금요일저녁 <b>강남역</b>과 별반 다르지 않다고도 하심.(금요일저녁 <b>강남역</b> 안가봐서 몰겠음.ㅋ) 09/06... ,20100909
1677,라랄라♬,가볼곳,"2호선 <b>강남역</b> 6번 출구에서 교보타워 사거리 방향으로 직진, 파고다빌딩 지하 2층 헤르젠... 전통<b>찻집</b> : 4호선 한성대입구역 6번출구 성북동 방면으로 직진 금왕돈가스집 오른쪽 골목 성곡미술관 <b>찻집</b>... ",20121220
1678,19bluestudio,블로그....2006년을 보내며.,너무 미안한것뿐이다 ㅠ_ㅠ: 1) 나 나이 = 먹을만큼 먹고 있다 사는 곳=서울시 <b>강남</b>구의 어느 동네의... (13)<b>강남역</b>의 모 노래방(아는 후배의 아버지가 하시는 단골집^^) (14)신촌의 투썸 플레이스(신촌공연때... ,20061229
1679,thinking in the box,"10~16, Dec, 2018","타겟 고객에 따라 1호점 장소를 정하고(가로수길, 이태원, <b>강남역</b>, 성수동, 연남동 등이 후보지일... 힙플레이스 <b>찻집</b>에 갔다. 바 자리에 6명만 앉을 수 있다. 차를 고르면 앞에서 우려준다. 귤 녹차를 골랐는데... ",20181217
1680,지난 나의 이야기,"2017. 09. 16 일본, 후쿠오카 여행 3일차",긴린코 호수 옆에 바로 있는 3대 료칸에 꼽히는 카메노이벳쇼 료칸의 커피집(<b>찻집</b>) ㅠㅠ..알고보니... 마지막 만찬을 뭘 먹을까 하다가 생각해낸 와규 모모츠나베를 먹고 싶었지만 그건 <b>강남역</b> 가서 먹기로 하고... ,20171003
1681,한국에 미치다,2010년 12월 13일 - 오늘의 소셜커머스 모음,"2439/3000명 구매 5,700원 64% [티켓몬스터] <b>강남역</b>/역삼 13시간37분 [<b>강남역</b>] 리얼버라이어티... 1024/5010명 구매 7,900원 52% [세븐데일리] 가로수길/신사 13시간36분 <b>강남</b> [라라요상] 무코타... ",20101213
1682,Lovos dixit,후후.,어제는 17기 최카사 님을 만나 <b>강남역</b> 오무토 토마토 에서 밥을 먹고 스타벅스 에 들렀다가 교보 로.... 이후 <b>찻집</b>을 찾아 뱅글뱅글 돌다가 겨우 Pekoe 를 찾아 차 세 잔을 들이킨 후 전속력으로 달려 메가박스에서... ,20070127
1683,엄마와산책 블로그,파리아지매 핸드폰 속 파리이야기 - 파리 봄 날씨,엔틱한 <b>찻집</b>도 있고 컴템포러리한 <b>찻집</b> 그냥 동네 다방같은 소박한 분위기 <b>찻집</b> 파리방문시 취향에... 저 진짜 봄바람인가봐요~ 아참 여기는 으음 한국으로 치면 <b>강남역</b>? 아마 생각하시는 파리 모습과... ,20170322
1684,작은 나눔 큰 행복,짧은 한국 방문에서 있었던 일들...,ㅎㅎ 그래도 링거 맞아서 덜 아프고 나머지 스케줄을 소화할 수 있었던 듯요~ 이제는 이런 민속<b>찻집</b>이... ㅎㅎㅎ 금요일 밤 10시반을 넘긴 <b>강남역</b>... 이런 시간에 이렇게 많은 사람들이 밖에 있는 것을 보는... ,20170411
1685,sleep a lot eat a lot,2017년 7월 18일,겟썸커피 <b>강남</b>점 get some coffee downstairs 어글리애플크럼블아포가토 이거 왕마시따 너무 달까봐 고민했는뎅 맛있음 근데 평일 낮인데도 사람 너무 많아서 완존 시장통 ㅠㅠ <b>강남역</b>에 갈만한 카페가 없어서... ,20170718
1686,T H E · I M P R E S S I O N · I S S U E,어서와~ 한국은 처음이지? - 나무위키,5%제이콥<b>강남</b> 치킨집1.5%한국은 처음이지 신논현 덴마크 치킨집1.5% 오늘 Top 게시물 - 유입경로 사당역산부인과 연세365산부인과4.3%광명역 식당2.1%다니엘 린데만2.1%안동 탈 전시관2.1%안정환 불참2.1... ,20181230
